,index,물리학및실험 1,미분적분학,선형대수,확률및랜덤변수,미분방정식,이산구조,디자인적사고,웹/파이선프로그래밍,객체지향프로그래밍,논리회로,컴퓨터구조,자료구조,운영체제,컴퓨터네트워크,소프트웨어공학,알고리즘분석,데이터베이스,오픈소스SW개발,IT기술영어 1,IT기술영어 2,IT기술영어 3,캡스톤디자인 1,캡스톤디자인 2,졸업논문,기계학습,신호와시스템,문제해결,형식언어및컴파일러,파일처리,멀티미디어시스템,시스템분석및설계,프로그래밍언어구조론,SW스타트업비즈니스,SW스타트업프로젝트,최신기술프로젝트 1,최신기술프로젝트 2,최신기술콜로키움 1,최신기술콜로키움 2,단기현장실습,장기현장실습,연구연수활동 1,연구연수활동 2,독립심화학습 1,독립심화학습 2,인공지능,빅데이터프로그래밍,클라우드컴퓨팅,데이터센터프로그래밍,정보보호,모바일프로그래밍,웹서비스프로그래밍,리눅스시스템프로그래밍,IoT디지털시스템,IoT소프트웨어,로봇스프트웨어,영상처리,컴퓨터그래픽스,멀티미디어처리,인간-컴퓨터상호작용,UI/UX프로그래밍,컴퓨터비전,AI네트워킹,IoT네트워크,딥러닝,실전기계학습
828,967,2,1,1,1,3,3,3,1,3,4,3,6,4,5,8,8,6,8,8,6,6,8,7,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,4
829,968,1,1,1,2,4,4,3,1,4,4,3,6,8,5,6,7,4,8,7,4,6,9,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,8,7,0,0,0,0,0,0,0,8,0
830,969,2,1,4,4,4,3,3,1,3,3,3,5,5,5,5,6,4,4,6,7,4,9,8,8,7,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0
831,970,2,1,2,3,2,2,3,1,2,3,3,3,8,8,5,5,6,8,7,6,6,8,8,8,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
832,971,2,1,3,2,2,4,2,1,4,5,5,6,6,7,8,5,7,8,5,5,7,9,7,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0
833,972,2,1,2,2,2,3,2,1,3,2,6,3,5,5,8,7,6,6,5,4,7,7,9,9,7,0,0,7,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,973,1,1,2,1,4,3,3,1,2,2,4,3,7,4,6,5,8,4,5,6,7,7,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0
835,974,2,1,1,3,3,3,3,1,3,4,6,4,4,6,4,5,5,5,4,6,8,7,8,8,5,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
836,975,2,1,1,4,2,4,3,1,2,3,6,5,7,6,6,4,6,4,6,5,8,8,9,9,5,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
837,976,1,1,1,2,2,2,2,1,2,3,3,5,7,8,5,4,6,8,5,6,6,7,8,8,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,5
838,978,2,1,3,2,3,4,3,1,4,4,4,4,5,4,6,7,6,5,6,7,8,9,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0
839,980,1,1,1,3,2,4,3,1,4,3,5,6,7,8,7,5,6,7,8,8,5,7,8,9,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0
840,981,1,1,1,3,2,4,2,1,3,5,6,5,4,8,8,4,4,5,5,6,7,9,7,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,7,0,0
841,982,1,1,2,1,3,2,2,1,3,4,5,5,7,6,6,6,6,5,8,5,5,7,8,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,4,0,7,0,0,0
842,983,1,1,3,4,2,3,3,1,3,5,6,4,7,5,6,5,4,7,4,4,8,7,8,9,4,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0
843,984,1,1,3,1,2,3,3,1,2,4,4,5,8,7,6,5,8,7,5,8,4,9,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
844,985,1,1,4,1,2,2,3,1,3,2,6,5,7,4,7,8,8,8,7,5,6,7,8,9,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
845,986,1,1,4,2,3,4,3,1,2,4,5,3,6,7,4,5,6,6,4,7,5,7,7,8,6,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
846,987,1,1,1,4,4,4,2,1,2,5,6,6,6,4,6,7,5,4,7,6,8,8,9,8,4,0,0,0,0,0,0,5,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
847,988,1,1,1,3,2,2,3,1,4,4,6,6,5,7,4,5,8,6,7,4,8,8,8,8,6,0,0,0,0,0,0,5,0,0,6,0,0,7,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,989,2,1,3,2,3,2,2,1,2,4,6,6,5,5,6,7,6,7,8,7,6,7,7,9,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
849,990,1,1,2,2,4,3,2,1,2,2,5,5,6,6,4,8,7,8,6,8,8,8,9,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,0
850,991,2,1,3,2,3,2,2,1,4,4,5,6,8,5,8,6,4,6,4,6,5,8,8,8,7,0,4,5,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
851,993,1,1,2,2,4,2,3,1,4,3,4,6,6,4,8,7,5,7,4,5,8,9,7,9,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0
852,994,1,1,4,2,3,4,2,1,3,5,4,4,5,5,8,4,8,5,7,6,5,8,8,8,4,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0
853,995,1,1,4,4,4,3,3,1,4,5,5,4,5,8,8,5,7,6,5,7,7,8,9,8,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,7,0,0,0,0,0,7,0,0,0
854,996,2,1,3,4,4,3,3,1,3,2,6,5,5,8,6,4,8,8,4,5,8,9,8,9,4,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,5,0
855,997,2,1,3,4,2,2,2,1,2,5,3,5,4,6,7,5,6,7,6,5,4,8,7,9,4,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0
856,998,1,1,1,4,2,3,2,1,2,5,6,3,5,5,7,6,5,6,5,8,6,9,8,8,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,8,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0
857,999,2,1,2,4,2,3,3,1,4,5,4,6,7,8,5,5,6,8,6,7,7,8,7,8,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0
858,1001,1,1,3,4,2,2,2,1,2,4,6,4,6,4,7,7,6,5,8,7,6,9,9,8,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0
859,1002,1,1,4,3,4,4,3,1,2,2,3,3,6,8,5,8,5,6,6,8,4,8,8,8,5,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0
860,1003,2,1,3,2,4,4,2,1,2,4,6,3,5,5,6,6,7,8,4,6,6,9,8,9,4,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0
861,1004,2,1,4,2,3,4,3,1,3,4,6,5,6,5,5,4,5,5,4,8,6,7,8,9,5,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,6
862,1005,2,1,1,3,2,2,3,1,2,3,6,6,4,5,6,5,6,4,8,5,5,8,7,9,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0
863,1006,2,1,1,3,3,4,2,1,4,3,5,3,4,8,6,5,6,6,4,4,5,8,8,8,5,0,0,8,0,7,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,1007,2,1,3,4,2,3,2,1,2,4,6,5,5,8,4,8,7,5,6,7,4,7,7,8,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0
865,1008,2,1,3,1,4,2,3,1,3,2,6,3,8,6,6,6,7,4,5,8,8,9,7,9,5,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0
866,1009,1,1,2,3,2,4,2,1,4,4,3,3,4,6,8,4,7,7,5,7,5,7,9,9,4,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,8
867,1011,1,1,3,4,2,3,3,1,2,2,4,3,8,6,6,7,8,5,7,4,4,8,8,9,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0
868,1012,2,1,1,4,2,3,3,1,3,3,5,5,8,8,5,8,4,6,7,7,5,9,9,9,5,0,0,0,0,0,0,0,4,0,7,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
869,1014,1,1,4,3,4,4,2,1,3,2,4,5,8,6,7,7,4,6,5,8,4,7,8,8,7,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
870,1015,2,1,2,2,3,4,3,1,3,5,6,3,5,5,4,7,6,8,6,7,5,8,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0
871,1016,2,1,1,4,4,3,3,1,2,5,3,4,8,4,7,8,7,5,7,5,4,9,8,8,4,0,0,8,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
872,1017,1,1,3,4,4,4,3,1,4,5,3,3,6,7,8,6,5,6,8,6,5,7,8,9,4,0,0,7,0,0,0,0,5,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
873,1018,2,1,2,4,2,2,2,1,4,5,6,4,6,6,7,7,8,8,6,8,7,7,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,5,4,0,0,0,8,0,0,0,0,0
874,1019,1,1,2,3,3,3,2,1,2,4,6,3,4,6,5,4,5,8,6,8,6,8,8,9,5,5,0,0,8,0,0,0,5,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,1020,2,1,1,4,2,2,2,1,4,3,5,3,7,4,8,8,5,8,7,4,6,9,9,9,4,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
876,1021,2,1,4,1,3,3,2,1,3,2,5,4,4,8,4,5,8,6,5,6,4,7,9,9,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
877,1022,1,1,2,3,2,3,3,1,4,5,5,3,5,7,4,4,6,4,6,7,6,8,7,9,6,4,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
878,1023,2,1,4,3,4,4,2,1,3,2,3,4,6,6,5,4,8,7,4,5,7,7,8,9,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,8,6,0
879,1024,2,1,4,2,3,2,3,1,2,5,3,5,6,5,6,5,6,8,6,6,5,8,7,9,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0
880,1025,1,1,3,2,4,2,2,1,2,2,5,3,8,7,6,4,7,5,4,6,4,7,7,9,4,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,4,0
881,1026,1,1,1,1,3,3,2,1,2,4,5,5,4,4,5,6,8,8,4,5,6,9,7,9,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,7,8,0,0,0,0
882,1027,1,1,1,1,2,4,3,1,3,4,5,3,4,7,7,8,8,6,5,6,4,9,8,9,5,6,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0
883,1030,2,1,4,3,3,3,2,1,3,5,3,5,8,8,4,4,8,5,6,7,8,9,7,9,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
884,1031,1,1,1,2,2,3,3,1,2,5,6,6,7,6,7,8,8,7,5,5,6,7,8,9,6,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0
885,1032,2,1,2,3,2,2,2,1,3,2,6,4,8,5,7,5,7,8,4,6,5,9,8,9,6,0,0,0,0,0,0,5,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
886,1033,1,1,4,2,2,4,2,1,4,2,5,3,5,4,8,6,7,6,7,5,6,8,8,8,5,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,4
887,1034,1,1,4,3,4,2,2,1,4,5,6,3,7,8,4,5,6,7,4,4,6,7,8,8,7,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,6,0,0
888,1035,1,1,3,1,4,4,2,1,3,2,4,5,5,4,5,6,7,6,4,5,7,7,8,8,6,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,5,0
889,1036,2,1,1,2,4,3,3,1,3,2,5,3,8,8,7,5,5,5,5,8,8,9,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,4,8,0
890,1037,1,1,4,4,3,2,2,1,2,3,4,6,4,7,4,8,7,6,4,5,8,9,8,8,7,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0
891,1038,1,1,1,1,2,4,3,1,4,3,4,6,7,7,8,4,7,7,4,4,5,9,9,8,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8
892,1039,2,1,1,4,2,4,2,1,4,2,5,5,4,7,5,6,7,8,8,4,6,7,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,6,0,0,0,0,0
893,1040,1,1,4,2,4,3,3,1,4,5,4,5,6,4,7,6,7,8,6,6,7,8,7,9,7,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0
894,1041,1,1,4,4,4,3,2,1,4,4,3,6,6,6,8,5,8,5,8,4,7,9,7,9,7,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6
895,1042,2,1,4,2,4,3,2,1,4,2,3,5,6,8,4,5,5,5,8,8,4,7,9,8,7,0,0,0,8,0,0,0,0,4,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,1043,1,1,3,1,4,2,3,1,2,5,3,6,8,4,4,8,4,6,5,4,5,9,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,5,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0
897,1044,1,1,3,1,2,4,3,1,4,4,3,5,6,7,4,5,7,8,6,5,5,9,9,9,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,5,0
898,1045,1,1,3,2,4,4,2,1,4,3,3,5,7,4,8,4,6,8,5,8,5,7,9,8,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,4,0,0,0,0,0,0,0
899,1046,2,1,2,4,2,3,3,1,4,2,3,3,8,5,6,4,5,7,4,4,8,9,9,9,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,6,0
900,1048,1,1,4,2,2,4,2,1,3,5,3,3,8,7,6,6,8,7,7,8,7,9,7,8,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
901,1049,2,1,2,3,2,3,3,1,3,2,4,3,7,4,6,5,7,7,7,6,8,8,9,9,5,0,0,0,0,7,7,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
902,1050,2,1,1,2,3,3,2,1,3,5,3,4,4,5,5,5,8,5,8,4,4,9,8,8,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,7,0,8,0,0,0,0,0,0,0
903,1051,2,1,1,1,4,3,2,1,4,4,4,3,6,8,7,8,8,6,7,7,6,9,7,8,4,0,0,0,0,0,0,6,0,5,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
904,1052,1,1,3,2,4,3,2,1,2,2,4,3,7,5,8,4,6,6,6,8,7,9,7,8,5,0,8,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,1053,2,1,1,1,4,2,3,1,4,3,4,5,7,4,8,8,4,4,7,6,6,7,7,9,5,0,5,0,5,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
906,1054,1,1,3,2,3,2,2,1,4,4,5,3,8,6,7,8,5,8,5,5,6,8,9,9,5,0,0,4,0,0,0,0,0,0,0,0,8,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
907,1055,2,1,4,2,2,2,3,1,3,2,6,6,7,8,5,8,4,7,6,6,8,9,8,8,4,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
908,1056,1,1,4,4,3,4,2,1,4,2,5,3,5,5,6,8,7,7,8,5,6,8,7,9,5,0,0,0,7,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,1057,2,1,2,4,4,3,3,1,4,3,5,5,8,5,8,6,8,8,8,5,7,8,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,7,0,0,6,0,0,0,0,0
910,1058,1,1,4,4,3,3,3,1,2,4,5,3,8,8,6,6,6,8,4,6,5,8,9,8,5,0,0,0,0,0,6,6,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,1062,2,1,2,3,3,3,3,1,4,4,3,4,5,7,8,5,7,8,7,8,7,8,7,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,8,0,8,0,5,0
912,1063,1,1,2,2,4,3,2,1,4,3,4,6,8,5,6,4,4,8,6,8,8,9,8,9,4,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
913,1064,2,1,4,4,2,3,3,1,3,2,6,6,6,5,7,6,6,7,7,6,7,7,8,9,7,0,0,0,0,0,4,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
914,1065,1,1,3,3,4,4,3,1,3,5,3,6,8,6,6,4,8,8,5,4,5,8,7,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,8,4,0,0,0,0,7,0,0
915,1066,2,1,3,2,2,4,3,1,2,2,6,5,7,7,6,4,5,5,5,4,8,8,8,8,7,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,7,0,0,0,0
916,1068,2,1,3,4,2,3,2,1,4,5,6,6,8,8,4,4,5,7,8,6,4,7,8,9,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,8
917,1070,2,1,2,3,2,4,2,1,4,2,5,3,5,4,7,8,4,8,8,5,6,9,8,8,5,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0
918,1073,1,1,2,4,2,4,3,1,2,5,6,3,7,7,7,8,5,5,4,4,4,8,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,8
919,1074,2,1,3,3,3,2,2,1,4,4,6,4,6,8,5,5,5,7,4,6,4,8,7,9,4,0,0,0,0,6,0,0,0,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
920,1075,1,1,3,2,3,2,3,1,2,4,4,3,7,8,4,8,7,7,5,5,7,7,8,9,7,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0
921,1077,1,1,1,2,2,2,3,1,2,5,6,3,5,6,6,6,4,4,7,6,6,9,9,8,4,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0
922,1078,1,1,1,2,2,2,3,1,3,4,6,4,4,8,6,4,7,8,4,4,8,9,7,9,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,6,5,0
923,1079,2,1,1,3,4,4,3,1,3,2,6,6,8,8,7,6,6,5,7,8,8,8,7,9,7,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0
924,1080,2,1,3,3,3,4,3,1,4,4,5,6,4,5,7,8,5,7,5,4,6,7,8,8,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,6,0,0,0,0,0,0,8,0,0,0,0
925,1081,1,1,1,3,2,4,2,1,4,3,4,5,4,6,6,5,5,4,7,6,7,8,7,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0
926,1082,1,1,4,1,2,2,3,1,3,4,4,3,6,8,6,7,8,4,8,6,8,9,9,8,4,0,0,0,0,0,0,7,0,0,0,5,0,0,6,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
